id,name,citations
6602757751,Poźniak Gryzelda,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6602757751&origin=inward
56446999700,Dzimitrowicz Anna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=56446999700&origin=inward
12779994000,Pražmowska Joanna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=12779994000&origin=inward
24783492900,Ingier-Stocka Ewa,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=24783492900&origin=inward
12242263200,Roszak Katarzyna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=12242263200&origin=inward
6603298021,Roszkowska Elźbieta K.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6603298021&origin=inward
22735444200,Sitek Anna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=22735444200&origin=inward
15031310600,Burduk Anna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=15031310600&origin=inward
8226012300,Klimek-Ochab Magdalena,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=8226012300&origin=inward
6603693694,Źuchowska Danuta,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6603693694&origin=inward
6603100549,Zgrzywa Aleksander,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6603100549&origin=inward
6602691586,Hardygóra Monika,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6602691586&origin=inward
6508111009,Berkowski Piotr A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6508111009&origin=inward
26534783000,Musiał Anna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=26534783000&origin=inward
24069305700,Rybak Justyna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=24069305700&origin=inward
6603821208,WieÇkowska Jadwiga,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6603821208&origin=inward
6603410628,Palewska Krystyna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6603410628&origin=inward
6602547157,Borkowska-Burnecka Jolanta,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6602547157&origin=inward
6508204007,Wojaczyńska Elżbieta,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6508204007&origin=inward
6506412841,Kiersnowski Adam,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6506412841&origin=inward
6506010316,Janutka Andrzej,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6506010316&origin=inward
57190842718,Zwoździak Anna B.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57190842718&origin=inward
55884495200,Izworski Antoni,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=55884495200&origin=inward
25627817300,Hutnik Nina,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=25627817300&origin=inward
7801438198,Statkiewicz Gabriela,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=7801438198&origin=inward
6701336444,Pawlik Elżbieta Beres,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6701336444&origin=inward
6603029404,Wojaczyńska Maria,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6603029404&origin=inward
6602581015,Klajn Antoni,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6602581015&origin=inward
35586343200,Byndas Arkadiusz,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=35586343200&origin=inward
15724743400,HoŁa Bożena,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=15724743400&origin=inward
7801325262,Les̈niewicz Anna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=7801325262&origin=inward
6507106906,Wolska Joanna A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6507106906&origin=inward
57192079422,Baszczuk A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57192079422&origin=inward
56152669500,Tubis Agnieszka,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=56152669500&origin=inward
55984791700,Jurlewicz Agnieszka,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=55984791700&origin=inward
54421747900,Stafiniak Andrzej,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=54421747900&origin=inward
37119350300,Pawlak-Kruczek Halina,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=37119350300&origin=inward
8332385900,Ksepko Ewelina,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=8332385900&origin=inward
6602145670,Siemieniewska Téresa,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6602145670&origin=inward
6602075529,Albiniak Andrzej,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6602075529&origin=inward
56626891800,Piekarska Katarzyna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=56626891800&origin=inward
56309920100,Dziuk B?a?ej,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=56309920100&origin=inward
23034910700,Kobielarz Magdalena,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=23034910700&origin=inward
22939021500,Przybyło Magdalena,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=22939021500&origin=inward
9335949300,Nowak-Wožny Dorota,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=9335949300&origin=inward
8076464400,Wąż Adam Tomasz,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=8076464400&origin=inward
25627671800,Jadczak Joanna N.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=25627671800&origin=inward
23476757500,Da̧browska-Szata Maria,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=23476757500&origin=inward
13106271700,Trzmiel Justyna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=13106271700&origin=inward
12040105800,Biegus Antoni,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=12040105800&origin=inward
6604046898,Kucharczyk Barbara,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6604046898&origin=inward
6602489065,Masalska Aleksandra,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6602489065&origin=inward
6506390864,Wysoki?ski Rafa?,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6506390864&origin=inward
57191985751,Żak Andrzej,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57191985751&origin=inward
56241445700,Krzak Justyna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=56241445700&origin=inward
36118438100,Skrȩtowicz Maria,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=36118438100&origin=inward
36084235200,Kamińska-Chuchmała Anna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=36084235200&origin=inward
24074314700,Bastrzyk Anna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=24074314700&origin=inward
23471157300,Szlachta Małgorzata,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=23471157300&origin=inward
12779888400,Borkowska Agnieszka,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=12779888400&origin=inward
12544668700,Gonczarek Adam,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=12544668700&origin=inward
6602643133,Hołowacz Iwona,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6602643133&origin=inward
6503925470,Iluk Artur,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6503925470&origin=inward
